"Node","Timestamp","ProcessEntityId","ProcessName","HostName","Syscall","Pathname","Length"
"master","1789073252501088872","545996022","systemd-journal","master","ftruncate","/var/log/journal/6555aa9372484d1bae8b3e7524e1ea62/system.journal","33554432"
"master","1789073259501087109","545996022","systemd-journal","master","ftruncate","/var/log/journal/6555aa9372484d1bae8b3e7524e1ea62/system.journal","33554432"
"master","1789073262213276488","545996022","systemd-journal","master","ftruncate","/var/log/journal/6555aa9372484d1bae8b3e7524e1ea62/system.journal","33554432"
"master","1789073262501090474","545996022","systemd-journal","master","ftruncate","/var/log/journal/6555aa9372484d1bae8b3e7524e1ea62/system.journal","33554432"
"master","1789073269501126093","545996022","systemd-journal","master","ftruncate","/var/log/journal/6555aa9372484d1bae8b3e7524e1ea62/system.journal","33554432"
"master","1789073272501057208","545996022","systemd-journal","master","ftruncate","/var/log/journal/6555aa9372484d1bae8b3e7524e1ea62/system.journal","33554432"
"master","1789073279501099486","545996022","systemd-journal","master","ftruncate","/var/log/journal/6555aa9372484d1bae8b3e7524e1ea62/system.journal","33554432"
"master","1789073282222945608","545996022","systemd-journal","master","ftruncate","/var/log/journal/6555aa9372484d1bae8b3e7524e1ea62/system.journal","33554432"
"master","1789073282501059001","545996022","systemd-journal","master","ftruncate","/var/log/journal/6555aa9372484d1bae8b3e7524e1ea62/system.journal","33554432"
"master","1789073289501099268","545996022","systemd-journal","master","ftruncate","/var/log/journal/6555aa9372484d1bae8b3e7524e1ea62/system.journal","33554432"
"master","1789073292501088094","545996022","systemd-journal","master","ftruncate","/var/log/journal/6555aa9372484d1bae8b3e7524e1ea62/system.journal","33554432"
"master","1789073294001120955","545996022","systemd-journal","master","ftruncate","/var/log/journal/6555aa9372484d1bae8b3e7524e1ea62/system.journal","33554432"
"master","1789073299501083141","545996022","systemd-journal","master","ftruncate","/var/log/journal/6555aa9372484d1bae8b3e7524e1ea62/system.journal","33554432"
"master","1789073302501113095","545996022","systemd-journal","master","ftruncate","/var/log/journal/6555aa9372484d1bae8b3e7524e1ea62/system.journal","33554432"
"master","1789073309501102344","545996022","systemd-journal","master","ftruncate","/var/log/journal/6555aa9372484d1bae8b3e7524e1ea62/system.journal","33554432"
"master","1789073312501070829","545996022","systemd-journal","master","ftruncate","/var/log/journal/6555aa9372484d1bae8b3e7524e1ea62/system.journal","33554432"
"master","1789073319501081987","545996022","systemd-journal","master","ftruncate","/var/log/journal/6555aa9372484d1bae8b3e7524e1ea62/system.journal","33554432"
"master","1789073322501109311","545996022","systemd-journal","master","ftruncate","/var/log/journal/6555aa9372484d1bae8b3e7524e1ea62/system.journal","33554432"
"master","1789073326889809409","545996022","systemd-journal","master","ftruncate","/var/log/journal/6555aa9372484d1bae8b3e7524e1ea62/system.journal","33554432"
"master","1789073327251153654","545996022","systemd-journal","master","ftruncate","/var/log/journal/6555aa9372484d1bae8b3e7524e1ea62/system.journal","33554432"
"master","1789073329501194647","545996022","systemd-journal","master","ftruncate","/var/log/journal/6555aa9372484d1bae8b3e7524e1ea62/system.journal","33554432"
"master","1789073330001083413","545996022","systemd-journal","master","ftruncate","/var/log/journal/6555aa9372484d1bae8b3e7524e1ea62/system.journal","33554432"
"master","1789073332501085742","545996022","systemd-journal","master","ftruncate","/var/log/journal/6555aa9372484d1bae8b3e7524e1ea62/system.journal","33554432"
"master","1789073339501106340","545996022","systemd-journal","master","ftruncate","/var/log/journal/6555aa9372484d1bae8b3e7524e1ea62/system.journal","33554432"
"master","1789073342501086275","545996022","systemd-journal","master","ftruncate","/var/log/journal/6555aa9372484d1bae8b3e7524e1ea62/system.journal","33554432"
"master","1789073349501122423","545996022","systemd-journal","master","ftruncate","/var/log/journal/6555aa9372484d1bae8b3e7524e1ea62/system.journal","33554432"
"master","1789073352501084907","545996022","systemd-journal","master","ftruncate","/var/log/journal/6555aa9372484d1bae8b3e7524e1ea62/system.journal","33554432"
"master","1789073359501099783","545996022","systemd-journal","master","ftruncate","/var/log/journal/6555aa9372484d1bae8b3e7524e1ea62/system.journal","33554432"
"master","1789073362501114928","545996022","systemd-journal","master","ftruncate","/var/log/journal/6555aa9372484d1bae8b3e7524e1ea62/system.journal","33554432"
"master","1789073369501092215","545996022","systemd-journal","master","ftruncate","/var/log/journal/6555aa9372484d1bae8b3e7524e1ea62/system.journal","33554432"
"master","1789073372501109319","545996022","systemd-journal","master","ftruncate","/var/log/journal/6555aa9372484d1bae8b3e7524e1ea62/system.journal","33554432"
"master","1789073379501088316","545996022","systemd-journal","master","ftruncate","/var/log/journal/6555aa9372484d1bae8b3e7524e1ea62/system.journal","33554432"
"master","1789073382501121370","545996022","systemd-journal","master","ftruncate","/var/log/journal/6555aa9372484d1bae8b3e7524e1ea62/system.journal","33554432"
"master","1789073389501041918","545996022","systemd-journal","master","ftruncate","/var/log/journal/6555aa9372484d1bae8b3e7524e1ea62/system.journal","33554432"
"master","1789073392501096603","545996022","systemd-journal","master","ftruncate","/var/log/journal/6555aa9372484d1bae8b3e7524e1ea62/system.journal","33554432"
"master","1789073399501093151","545996022","systemd-journal","master","ftruncate","/var/log/journal/6555aa9372484d1bae8b3e7524e1ea62/system.journal","33554432"
"master","1789073402501070867","545996022","systemd-journal","master","ftruncate","/var/log/journal/6555aa9372484d1bae8b3e7524e1ea62/system.journal","33554432"
"master","1789073405501117221","545996022","systemd-journal","master","ftruncate","/var/log/journal/6555aa9372484d1bae8b3e7524e1ea62/system.journal","33554432"
"master","1789073409501125084","545996022","systemd-journal","master","ftruncate","/var/log/journal/6555aa9372484d1bae8b3e7524e1ea62/system.journal","33554432"
"master","1789073412501090580","545996022","systemd-journal","master","ftruncate","/var/log/journal/6555aa9372484d1bae8b3e7524e1ea62/system.journal","33554432"
"master","1789073419501124008","545996022","systemd-journal","master","ftruncate","/var/log/journal/6555aa9372484d1bae8b3e7524e1ea62/system.journal","33554432"
"master","1789073422501097293","545996022","systemd-journal","master","ftruncate","/var/log/journal/6555aa9372484d1bae8b3e7524e1ea62/system.journal","33554432"
"master","1789073429501097071","545996022","systemd-journal","master","ftruncate","/var/log/journal/6555aa9372484d1bae8b3e7524e1ea62/system.journal","33554432"
"master","1789073432501081516","545996022","systemd-journal","master","ftruncate","/var/log/journal/6555aa9372484d1bae8b3e7524e1ea62/system.journal","33554432"
"master","1789073439501145264","545996022","systemd-journal","master","ftruncate","/var/log/journal/6555aa9372484d1bae8b3e7524e1ea62/system.journal","33554432"
"master","1789073442501103428","545996022","systemd-journal","master","ftruncate","/var/log/journal/6555aa9372484d1bae8b3e7524e1ea62/system.journal","33554432"
"master","1789073449501113947","545996022","systemd-journal","master","ftruncate","/var/log/journal/6555aa9372484d1bae8b3e7524e1ea62/system.journal","33554432"
"master","1789073452501076051","545996022","systemd-journal","master","ftruncate","/var/log/journal/6555aa9372484d1bae8b3e7524e1ea62/system.journal","33554432"
"master","1789073459501052181","545996022","systemd-journal","master","ftruncate","/var/log/journal/6555aa9372484d1bae8b3e7524e1ea62/system.journal","33554432"
"master","1789073462501074305","545996022","systemd-journal","master","ftruncate","/var/log/journal/6555aa9372484d1bae8b3e7524e1ea62/system.journal","33554432"
"master","1789073469501088362","545996022","systemd-journal","master","ftruncate","/var/log/journal/6555aa9372484d1bae8b3e7524e1ea62/system.journal","33554432"
"master","1789073472501127248","545996022","systemd-journal","master","ftruncate","/var/log/journal/6555aa9372484d1bae8b3e7524e1ea62/system.journal","33554432"
"master","1789073479501081535","545996022","systemd-journal","master","ftruncate","/var/log/journal/6555aa9372484d1bae8b3e7524e1ea62/system.journal","33554432"
"master","1789073482501085819","545996022","systemd-journal","master","ftruncate","/var/log/journal/6555aa9372484d1bae8b3e7524e1ea62/system.journal","33554432"
"worker1","1789072893498428181","2204840935","systemd-journal","worker1","ftruncate","/var/log/journal/63cd1cb10b804f47b2519f5886839092/system.journal","25165824"
"worker1","1789072896998460603","2204840935","systemd-journal","worker1","ftruncate","/var/log/journal/63cd1cb10b804f47b2519f5886839092/system.journal","25165824"
"worker1","1789072912498450208","2204840935","systemd-journal","worker1","ftruncate","/var/log/journal/63cd1cb10b804f47b2519f5886839092/system.journal","25165824"
"worker1","1789072921498440236","2204840935","systemd-journal","worker1","ftruncate","/var/log/journal/63cd1cb10b804f47b2519f5886839092/system.journal","25165824"
"worker1","1789072923748423125","2204840935","systemd-journal","worker1","ftruncate","/var/log/journal/63cd1cb10b804f47b2519f5886839092/system.journal","25165824"
"worker1","1789072953748412120","2204840935","systemd-journal","worker1","ftruncate","/var/log/journal/63cd1cb10b804f47b2519f5886839092/system.journal","25165824"
"worker1","1789072973248422052","2204840935","systemd-journal","worker1","ftruncate","/var/log/journal/63cd1cb10b804f47b2519f5886839092/system.journal","25165824"
"worker1","1789072983748442856","2204840935","systemd-journal","worker1","ftruncate","/var/log/journal/63cd1cb10b804f47b2519f5886839092/system.journal","25165824"
"worker1","1789073014748436764","2204840935","systemd-journal","worker1","ftruncate","/var/log/journal/63cd1cb10b804f47b2519f5886839092/system.journal","25165824"
"worker1","1789073021748412642","2204840935","systemd-journal","worker1","ftruncate","/var/log/journal/63cd1cb10b804f47b2519f5886839092/system.journal","25165824"
"worker1","1789073044748419763","2204840935","systemd-journal","worker1","ftruncate","/var/log/journal/63cd1cb10b804f47b2519f5886839092/system.journal","25165824"
"worker1","1789073048498426089","2204840935","systemd-journal","worker1","ftruncate","/var/log/journal/63cd1cb10b804f47b2519f5886839092/system.journal","25165824"
"worker1","1789073059248465415","2204840935","systemd-journal","worker1","ftruncate","/var/log/journal/63cd1cb10b804f47b2519f5886839092/system.journal","25165824"
"worker1","1789073074998427391","2204840935","systemd-journal","worker1","ftruncate","/var/log/journal/63cd1cb10b804f47b2519f5886839092/system.journal","25165824"
"worker1","1789073075998437679","2204840935","systemd-journal","worker1","ftruncate","/var/log/journal/63cd1cb10b804f47b2519f5886839092/system.journal","25165824"
"worker1","1789073076498448553","2204840935","systemd-journal","worker1","ftruncate","/var/log/journal/63cd1cb10b804f47b2519f5886839092/system.journal","25165824"
"worker1","1789073080498421756","2204840935","systemd-journal","worker1","ftruncate","/var/log/journal/63cd1cb10b804f47b2519f5886839092/system.journal","25165824"
"worker1","1789073081085912936","2204840935","systemd-journal","worker1","ftruncate","/var/log/journal/63cd1cb10b804f47b2519f5886839092/system.journal","25165824"
"worker1","1789073081399225113","2204840935","systemd-journal","worker1","ftruncate","/var/log/journal/63cd1cb10b804f47b2519f5886839092/system.journal","25165824"
"worker1","1789073081682881336","2204840935","systemd-journal","worker1","ftruncate","/var/log/journal/63cd1cb10b804f47b2519f5886839092/system.journal","25165824"
"worker1","1789073081998419739","2204840935","systemd-journal","worker1","ftruncate","/var/log/journal/63cd1cb10b804f47b2519f5886839092/system.journal","25165824"
"worker1","1789073082293411137","2204840935","systemd-journal","worker1","ftruncate","/var/log/journal/63cd1cb10b804f47b2519f5886839092/system.journal","25165824"
"worker1","1789073082604435387","2204840935","systemd-journal","worker1","ftruncate","/var/log/journal/63cd1cb10b804f47b2519f5886839092/system.journal","25165824"
"worker1","1789073082857278343","2204840935","systemd-journal","worker1","ftruncate","/var/log/journal/63cd1cb10b804f47b2519f5886839092/system.journal","25165824"
"worker1","1789073083147818617","2204840935","systemd-journal","worker1","ftruncate","/var/log/journal/63cd1cb10b804f47b2519f5886839092/system.journal","25165824"
"worker1","1789073083456738720","2204840935","systemd-journal","worker1","ftruncate","/var/log/journal/63cd1cb10b804f47b2519f5886839092/system.journal","25165824"
"worker1","1789073083748436708","2204840935","systemd-journal","worker1","ftruncate","/var/log/journal/63cd1cb10b804f47b2519f5886839092/system.journal","25165824"
"worker1","1789073084037746650","2204840935","systemd-journal","worker1","ftruncate","/var/log/journal/63cd1cb10b804f47b2519f5886839092/system.journal","25165824"
"worker1","1789073084346950612","2204840935","systemd-journal","worker1","ftruncate","/var/log/journal/63cd1cb10b804f47b2519f5886839092/system.journal","25165824"
"worker1","1789073084650998321","2204840935","systemd-journal","worker1","ftruncate","/var/log/journal/63cd1cb10b804f47b2519f5886839092/system.journal","25165824"
"worker1","1789073084972439272","2204840935","systemd-journal","worker1","ftruncate","/var/log/journal/63cd1cb10b804f47b2519f5886839092/system.journal","25165824"
"worker1","1789073085248443071","2204840935","systemd-journal","worker1","ftruncate","/var/log/journal/63cd1cb10b804f47b2519f5886839092/system.journal","25165824"
"worker1","1789073085575341640","2204840935","systemd-journal","worker1","ftruncate","/var/log/journal/63cd1cb10b804f47b2519f5886839092/system.journal","25165824"
"worker1","1789073085892226028","2204840935","systemd-journal","worker1","ftruncate","/var/log/journal/63cd1cb10b804f47b2519f5886839092/system.journal","25165824"
"worker1","1789073086206210336","2204840935","systemd-journal","worker1","ftruncate","/var/log/journal/63cd1cb10b804f47b2519f5886839092/system.journal","25165824"
"worker1","1789073086498428957","2204840935","systemd-journal","worker1","ftruncate","/var/log/journal/63cd1cb10b804f47b2519f5886839092/system.journal","25165824"
"worker1","1789073086763819952","2204840935","systemd-journal","worker1","ftruncate","/var/log/journal/63cd1cb10b804f47b2519f5886839092/system.journal","25165824"
"worker1","1789073087046092670","2204840935","systemd-journal","worker1","ftruncate","/var/log/journal/63cd1cb10b804f47b2519f5886839092/system.journal","25165824"
"worker1","1789073087325034439","2204840935","systemd-journal","worker1","ftruncate","/var/log/journal/63cd1cb10b804f47b2519f5886839092/system.journal","25165824"
"worker1","1789073087748399652","2204840935","systemd-journal","worker1","ftruncate","/var/log/journal/63cd1cb10b804f47b2519f5886839092/system.journal","25165824"
"worker1","1789073104998407742","2204840935","systemd-journal","worker1","ftruncate","/var/log/journal/63cd1cb10b804f47b2519f5886839092/system.journal","25165824"
"worker1","1789073122998374611","2204840935","systemd-journal","worker1","ftruncate","/var/log/journal/63cd1cb10b804f47b2519f5886839092/system.journal","25165824"
"worker1","1789073139998420554","2204840935","systemd-journal","worker1","ftruncate","/var/log/journal/63cd1cb10b804f47b2519f5886839092/system.journal","25165824"
"worker1","1789073142248455728","2204840935","systemd-journal","worker1","ftruncate","/var/log/journal/63cd1cb10b804f47b2519f5886839092/system.journal","25165824"
"worker1","1789073160998419179","2204840935","systemd-journal","worker1","ftruncate","/var/log/journal/63cd1cb10b804f47b2519f5886839092/system.journal","25165824"
"worker1","1789073173248441446","2204840935","systemd-journal","worker1","ftruncate","/var/log/journal/63cd1cb10b804f47b2519f5886839092/system.journal","25165824"
"worker1","1789073194998421043","2204840935","systemd-journal","worker1","ftruncate","/var/log/journal/63cd1cb10b804f47b2519f5886839092/system.journal","25165824"
"worker1","1789073203248432617","2204840935","systemd-journal","worker1","ftruncate","/var/log/journal/63cd1cb10b804f47b2519f5886839092/system.journal","25165824"
"worker1","1789073233248439266","2204840935","systemd-journal","worker1","ftruncate","/var/log/journal/63cd1cb10b804f47b2519f5886839092/system.journal","25165824"
"worker1","1789073266498499110","2204840935","systemd-journal","worker1","ftruncate","/var/log/journal/63cd1cb10b804f47b2519f5886839092/system.journal","25165824"
"worker1","1789073282248434635","2204840935","systemd-journal","worker1","ftruncate","/var/log/journal/63cd1cb10b804f47b2519f5886839092/system.journal","25165824"
"worker1","1789073282998453457","2204840935","systemd-journal","worker1","ftruncate","/var/log/journal/63cd1cb10b804f47b2519f5886839092/system.journal","25165824"
"worker1","1789073296498468170","2204840935","systemd-journal","worker1","ftruncate","/var/log/journal/63cd1cb10b804f47b2519f5886839092/system.journal","25165824"
"worker1","1789073326498416780","2204840935","systemd-journal","worker1","ftruncate","/var/log/journal/63cd1cb10b804f47b2519f5886839092/system.journal","25165824"
"worker1","1789073337748488279","2204840935","systemd-journal","worker1","ftruncate","/var/log/journal/63cd1cb10b804f47b2519f5886839092/system.journal","25165824"
"worker1","1789073356498454670","2204840935","systemd-journal","worker1","ftruncate","/var/log/journal/63cd1cb10b804f47b2519f5886839092/system.journal","25165824"
